Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
PEÑA AMARILLA,15290000,1,107000,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-11.55,-66.6667,2003/09/01,2010/07/30,8,0.0,6,25.0
RIBERALTA,15292000,1,244000,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-11.0014,-66.0778,1983/09/01,2010/01/10,28,0.0,26,7.1
CARACOLES,15293000,1,,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-10.85,-66.2831,1983/11/01,1989/02/28,7,9.3,4,42.9
CACHUELA ESPERANZA,15295500,1,281000,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-10.5403,-65.5722,1981/09/01,2014/04/10,34,7.4,28,17.6
EL SENA,15312000,1,,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-11.4703,-67.2367,2004/08/31,2010/01/07,7,0.0,5,28.6
UHE JIRAU JUSANTE RIO BENI,15318000,1,834000,15,NOVA MAMORÉ,RONDÔNIA,ESBR,-10.3569,-65.3614,2010/04/09,2014/09/25,5,0.6,2,60.0
UHE SANTO ANTÔNIO ABUNÃ,15320000,1,921000,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-9.7047,-65.3658,2011/02/24,2013/08/28,3,0.0,1,66.7
ABUNÃ,15320002,1,921000,15,PORTO VELHO,RONDÔNIA,ANA,-9.7053,-65.3667,1976/02/17,2019/10/31,44,7.1,36,18.2
COLOCAÇÃO CAJUEIRO,15323000,1,8880,15,PLÁCIDO DE CASTRO,ACRE,ANA,-10.2947,-67.1333,1982/08/01,1991/01/31,10,9.1,5,50.0
PLÁCIDO DE CASTRO,15324000,1,7740,15,PLÁCIDO DE CASTRO,ACRE,ANA,-10.3378,-67.1831,1993/01/01,2019/10/31,27,4.2,23,14.8
MORADA NOVA,15325000,1,30600,15,PORTO VELHO,RONDÔNIA,ANA,-9.8333,-65.5667,1981/07/18,1986/05/31,6,0.0,4,33.3
MORADA NOVA - JUSANTE,15326000,1,31100,15,PORTO VELHO,RONDÔNIA,ANA,-9.7847,-65.5275,1988/02/13,2019/10/31,32,2.1,27,15.6
PALMEIRAL (SALTO JIRAU),15340000,1,958000,15,PORTO VELHO,RONDÔNIA,ANA,-9.5119,-64.81,1978/02/08,1986/08/31,9,1.9,7,22.2
UHE SANTO ANTÔNIO JUSANTE CALDEIRÃO DO INFERNO,15341000,1,974224,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-9.2028,-64.6086,2009/08/01,2011/07/03,3,0.0,1,66.7
UHE SANTO ANTÔNIO MONTANTE JACIPARANÁ,15344000,1,6890.03,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-9.5011,-64.3817,2011/04/17,2017/12/31,7,0.5,5,28.6
UHE SANTO ANTÔNIO MONTANTE,15360000,1,,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-8.7967,-63.9583,2011/09/25,2014/12/31,4,0.3,2,50.0
UHE SANTO ANTÔNIO JUSANTE R-7,15380000,1,988873,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-8.7822,-63.9303,2011/09/25,2015/07/27,5,0.3,2,60.0
UHE SANTO ANTÔNIO PORTO VELHO,15390000,1,988997,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-8.7481,-63.9158,2009/03/19,2018/02/21,10,0.0,8,20.0
PORTO VELHO,15400000,1,976000,15,PORTO VELHO,RONDÔNIA,ANA,-8.7483,-63.9169,1967/04/10,2019/10/31,53,0.2,49,7.5
ARIQUEMES,15430000,1,8140,15,ARIQUEMES,RONDÔNIA,ANA,-9.9256,-63.0714,1970/07/15,2019/11/30,50,4.5,41,18.0
FAZENDA RIO BRANCO,15431000,1,988,15,ARIQUEMES,RONDÔNIA,ANA,-9.8869,-62.9847,1979/01/18,2019/04/08,41,1.1,36,12.2
MINERAÇÃO PONTE MASSANGANA,15432000,1,852,15,ALTO PARAÍSO,RONDÔNIA,ANA,-9.7608,-63.2875,1980/07/07,2019/04/08,40,1.1,37,7.5
SÃO CARLOS,15440000,1,9750,15,ALTO PARAÍSO,RONDÔNIA,ANA,-9.7,-63.1333,1977/06/13,1989/09/30,13,15.6,8,38.5
PONTE DO RIO PRETO DO CRESPO,15445000,1,1110,15,RIO CRESPO,RONDÔNIA,ANA,-9.5558,-62.9508,1997/04/02,2015/03/31,19,1.9,16,15.8
SÃO PEDRO,15450000,1,13600,15,ITAPUÃ DO OESTE,RONDÔNIA,ANA,-8.9836,-63.2772,1977/06/17,1988/03/18,12,0.0,10,16.7
CACH DO SAMUEL,15460000,1,14700,15,PORTO VELHO,RONDÔNIA,ELETRONORTE,-8.75,-63.4667,1970/07/13,1982/09/04,13,0.0,11,15.4
CACH DO SAMUEL JUS 3.CONJ,15460008,1,14700,15,PORTO VELHO,RONDÔNIA,ELETRONORTE,-8.75,-63.4667,1977/07/07,1986/01/31,10,1.9,7,30.0
CACHOEIRA DO SAMUEL 17-F,15460012,1,15000,15,CANDÉIAS DO JAMARI,RONDÔNIA,ELETRONORTE,-8.7489,-63.5072,1981/05/30,1989/07/31,9,6.1,6,33.3
PONTE DA BR-364,15470000,1,209,15,CANDÉIAS DO JAMARI,RONDÔNIA,ANA,-8.7747,-63.4875,1992/06/01,2006/12/31,15,10.0,9,40.0
PROSPERIDADE (EX. FOZ DO JAMARI),15490000,1,977000,15,PORTO VELHO,RONDÔNIA,ANA,-8.4522,-63.5178,2019/01/01,2019/10/31,1,6.9,0,100.0
UHE SANTO ANTÔNIO SÃO CARLOS,15490400,1,1.01725e+006,15,PORTO VELHO,RONDÔNIA,SANTO ANTÔNIO,-8.4444,-63.5081,2009/03/25,2017/12/31,9,0.0,8,11.1
BURITIS,15490500,1,1830,15,BURITIS,RONDÔNIA,ANA,-10.2806,-63.7308,2010/07/15,2019/10/31,10,19.1,3,70.0
SANTA BÁRBARA,15500000,1,7190,15,CANDÉIAS DO JAMARI,RONDÔNIA,ANA,-9.1833,-63.7833,1983/03/14,1984/01/01,2,0.0,0,100.0
SANTA ISABEL,15550000,1,12700,15,CANDÉIAS DO JAMARI,RONDÔNIA,ANA,-8.7986,-63.7106,1976/03/06,2019/11/30,44,2.2,36,18.2
BARÃO DO MELGAÇO,15552300,1,3860,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.85,-60.7167,1981/01/26,1982/08/31,2,13.2,0,100.0
UHE RONDON II BARRAMENTO,15552570,1,3230,15,PIMENTA BUENO,RONDÔNIA,ELETROGOES S/A,-11.9953,-60.6969,2009/07/17,2014/12/31,6,0.0,5,16.7
FAZENDA FLOR DO CAMPO,15552600,1,4360,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.7489,-60.8678,1982/12/13,2019/11/30,38,2.3,34,10.5
PONTE COMEMORAÇÃO (PIMENTA BUENO),15552700,1,5790,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.6703,-61.1811,1985/01/01,2006/12/31,22,15.0,14,36.4
FAZENDA EXPANSÃO,15553500,1,3610,15,CHUPINGUAIA,RONDÔNIA,ANA,-12.4878,-61.0464,1983/04/01,1998/04/30,16,10.0,11,31.2
CACHOEIRA PRIMAVERA - MONTANTE,15556000,1,9600,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.9011,-61.2394,1982/08/01,1985/10/31,4,9.3,1,75.0
PCH PRIMAVERA JUSANTE,15556010,1,9600,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.9011,-61.2394,1988/03/31,2006/10/31,19,5.8,15,21.1
PIMENTA BUENO,15558000,1,10100,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.6836,-61.1922,1980/05/29,2019/10/31,40,4.1,35,12.5
CACOAL,15558200,1,17900,15,CACOAL,RONDÔNIA,ANA,-11.4444,-61.4408,2015/08/13,2019/10/31,5,18.8,0,100.0
FAZENDA APURÚ,15558500,1,3600,15,JI-PARANÁ,RONDÔNIA,ANA,-11.0017,-62.1172,2006/07/01,2019/10/31,14,4.6,10,28.6
ESPIGÃO DO OESTE,15558700,1,277,15,ESPIGÃO D'OESTE,RONDÔNIA,ANA,-11.5725,-61.0511,2011/05/01,2019/03/21,9,10.5,3,66.7
SÍTIO BELA VISTA,15559000,1,16100,15,PIMENTA BUENO,RONDÔNIA,ANA,-11.6525,-61.215,1984/12/01,2019/11/30,36,6.1,29,19.4
JI-PARANÁ,15560000,1,32800,15,JI-PARANÁ,RONDÔNIA,ANA,-10.8736,-61.9356,1977/12/13,2019/10/31,43,3.8,39,9.3
OURO PRETO DO OESTE,15562000,1,242,15,OURO PRETO DO OESTE,RONDÔNIA,ANA,-10.7711,-62.2572,2011/02/01,2019/03/30,9,0.3,3,66.7
JARUARU,15564000,1,133,15,JARU,RONDÔNIA,ANA,-10.8317,-62.8925,2012/01/01,2019/10/31,8,6.9,4,50.0
JARU,15565000,1,3960,15,JARU,RONDÔNIA,ANA,-10.4458,-62.4656,1981/05/19,2019/10/31,39,6.9,28,28.2
SÃO MATEUS,15571000,1,46900,15,VALE DO ANARI,RONDÔNIA,ANA,-9.8667,-61.9333,1985/01/01,1988/12/19,4,23.2,2,50.0
FÁBIO BARRAGEM (EX -JP-14 ),15571100,1,48500,15,VALE DO ANARI,RONDÔNIA,ANA,-9.7431,-61.8817,1985/08/29,1987/12/31,3,0.0,2,33.3
BUENOS AIRES,15571500,1,51800,15,MACHADINHO D'OESTE,RONDÔNIA,ANA,-9.25,-61.6667,1984/12/01,1989/03/31,6,8.4,3,50.0
UNIÃO,15572000,1,2130,15,ARIQUEMES,RONDÔNIA,ANA,-9.7333,-62.2333,1983/08/01,1988/10/31,6,0.0,4,33.3
PIRATININGA,15575000,1,4650,15,MACHADINHO D'OESTE,RONDÔNIA,ANA,-9.3472,-61.9347,1984/03/03,2008/04/30,25,8.6,20,20.0
TABAJARA,15580000,1,60200,15,MACHADINHO D'OESTE,RONDÔNIA,ANA,-8.9322,-62.0556,1977/12/12,2019/10/31,43,5.0,37,14.0
MINERAÇÃO JACUNDÁ,15590000,1,1200,15,ITAPUÃ DO OESTE,RONDÔNIA,ANA,-9.1789,-62.9522,1983/03/02,2007/03/30,25,0.8,21,16.0
UHE SANTO ANTÔNIO HUMAITÁ,15629000,1,1.09e+006,15,HUMAITÁ,AMAZONAS,SANTO ANTÔNIO,-7.5053,-63.0211,2011/02/26,2017/12/31,7,10.6,5,28.6
HUMAITÁ,15630000,1,1.09e+006,15,HUMAITÁ,AMAZONAS,ANA,-7.5028,-63.0183,1967/04/18,2017/10/31,51,0.9,46,9.8
MALOCA TENHARIM,15650000,1,3630,15,MANICORÉ,AMAZONAS,ANA,-7.9578,-62.0425,1977/12/04,2016/06/30,40,16.5,20,50.0
MAICI-MIRIM,15660000,1,735,15,HUMAITÁ,AMAZONAS,ANA,-7.6303,-62.6553,1997/01/16,2016/06/30,20,1.1,16,20.0
FAZENDA BELA VISTA,15680000,1,1530,15,MANICORÉ,AMAZONAS,ANA,-7.8533,-61.3339,2003/11/03,2016/06/29,14,3.4,9,35.7
MANICORÉ,15700000,1,1.15e+006,15,MANICORÉ,AMAZONAS,ANA,-5.8167,-61.3019,1967/04/24,2016/12/31,50,0.8,46,8.0
HUMBOLDT,15750000,1,15200,15,ARIPUANÃ,MATO GROSSO,ANA,-10.1694,-59.4661,1979/05/24,2019/08/31,41,4.7,36,12.2
BOM DESTINO,15790000,1,40100,15,APUÍ,AMAZONAS,ANA,-8.3747,-59.7717,1982/07/03,1989/09/30,8,7.3,5,37.5
LEONTINO,15795000,1,16200,15,NOVO ARIPUANÃ,AMAZONAS,ANA,-7.7394,-60.5761,1984/11/09,2016/06/18,33,14.9,25,24.2
BOCA DO GUARIBA,15800000,1,70100,15,APUÍ,AMAZONAS,ANA,-7.7058,-60.5783,1977/12/11,2016/06/19,40,0.0,38,5.0
CONCISA,15820000,1,24300,15,ARIPUANÃ,MATO GROSSO,ANA,-9.8169,-60.6919,1976/08/17,2000/11/30,25,29.2,9,64.0
MINERAÇÃO SÃO FRANCISCO,15825000,1,6100,15,COLNIZA,MATO GROSSO,ANA,-9.2481,-61.3883,1984/07/01,1989/01/31,6,52.0,1,83.3
FAZENDA BOA LEMBRANÇA,15828000,1,59500,15,MANICORÉ,AMAZONAS,ANA,-7.5928,-60.7094,1984/11/07,2011/08/31,28,1.3,25,10.7
PRAINHA VELHA,15830000,1,131000,15,NOVO ARIPUANÃ,AMAZONAS,ANA,-7.2078,-60.65,1974/06/02,2016/06/26,43,0.0,41,4.7
BOA FÉ,15903000,1,3620,15,APUÍ,AMAZONAS,ANA,-7.2275,-58.9386,1985/07/02,2001/09/30,17,85.3,0,100.0
BOCA DO URUÇU,15905000,1,5950,15,APUÍ,AMAZONAS,ANA,-7.15,-58.9333,1982/09/01,2001/06/30,20,60.9,6,70.0
SANTARÉM SUCUNDURI,15910000,1,12700,15,APUÍ,AMAZONAS,ANA,-6.7956,-59.0422,1975/05/01,2016/06/22,42,0.5,38,9.5
ACARI BR-230,15930000,1,4990,15,APUÍ,AMAZONAS,ANA,-7.1014,-59.6833,1984/11/12,2016/06/22,33,9.3,27,18.2
RIO URUBU,16010000,1,5090,16,RIO PRETO DA EVA,AMAZONAS,ANA,-2.6625,-59.3589,2004/06/05,2014/12/31,11,4.4,8,27.3
ITACOATIARA,16030000,1,4.35e+006,16,ITACOATIARA,AMAZONAS,ANA,-3.1539,-58.4114,2008/03/01,2018/05/31,11,0.2,7,36.4
UHE BALBINA BARRAMENTO,16070980,1,14949,16,PRESIDENTE FIGUEIRE,AMAZONAS,AMAZONAS,-1.9161,-59.4756,1995/01/01,2014/11/02,20,79.8,4,80.0
BALBINA P-8 (UHE BALBINA),16080000,1,18900,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-1.9381,-59.4833,1977/03/22,2014/12/31,38,12.9,28,26.3
CACHOEIRA MORENA,16100000,1,20400,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-2.1061,-59.3442,1973/03/16,2017/10/31,45,16.3,28,37.8
KATUEMA,16150000,1,21400,16,URUCARÁ,AMAZONAS,ANA,-1.0333,-58.6833,1978/04/05,1985/07/31,8,5.7,5,37.5
BASE SIDERAMA - JUSANTE,16205000,1,24600,16,URUCARÁ,AMAZONAS,ANA,-1.6833,-58.5333,2001/08/01,2019/04/30,19,4.7,15,21.1
FAZENDA PARAMAZONAS,16360000,1,8180,16,MAUÉS,AMAZONAS,ANA,-4.63333,-57.8167,1980/05/31,1983/09/30,4,3.6,1,75.0
MAMURU,16365000,1,4950,16,AVEIRO,PARÁ,ANA,-3.41667,-56.3667,1981/06/25,1983/09/26,3,0.0,1,66.7
MINERAÇÃO CAIMA,16368000,1,9580,16,NHAMUNDÁ,AMAZONAS,ANA,-1.4381,-57.8269,1981/07/04,2019/05/31,39,44.3,18,53.8
PERIMETRAL NORTE,16370000,1,20300,16,ORIXIMINÁ,PARÁ,ANA,0.6425,-56.8706,1987/01/14,2011/03/31,25,76.0,3,88.0
GARGANTA,16430000,1,39000,16,ORIXIMINÁ,PARÁ,ANA,-0.9978,-57.0431,1986/01/01,2015/09/12,30,15.7,23,23.3
CUMARU 2,16430003,1,51700,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.0644,-57.065,1987/01/01,1987/12/31,1,20.5,0,100.0
MAGINA 2,16430004,1,51700,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.0603,-57.0586,1987/01/01,1987/12/31,1,21.1,0,100.0
MAGINA 1,16430005,1,51700,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.03833,-57.0567,1987/01/01,1987/12/31,1,20.5,0,100.0
ALDEIA DO CHAPÉU,16440000,1,12500,16,ORIXIMINÁ,PARÁ,ANA,-0.9497,-57.1639,2010/12/01,2019/11/28,10,25.6,4,60.0
CACHOEIRA ALTA,16450000,1,12300,16,ORIXIMINÁ,PARÁ,ELETRONORTE,0.9125,-57.1794,1987/01/01,1987/12/31,1,0.0,1,0.0
CARAMUJO,16460000,1,51700,16,ORIXIMINÁ,PARÁ,ANA,-1.065,-57.0614,1986/01/01,2019/08/31,34,19.6,24,29.4
CUMARU,16470002,1,51700,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.0297,-57.0675,1987/01/01,1987/12/31,1,21.4,0,100.0
ALDEIA WAI-WAI,16480000,1,21600,16,ORIXIMINÁ,PARÁ,ANA,-0.6947,-57.9747,1986/01/01,2013/02/28,28,16.3,21,25.0
ESTIRÃO DA ANGÉLICA,16500000,1,25800,16,ORIXIMINÁ,PARÁ,ANA,-1.1006,-57.0569,1970/11/21,2019/11/30,50,41.3,23,54.0
MAP-1,16560000,1,24900,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.1192,-57.2339,1987/01/01,1988/12/31,2,0.0,2,0.0
PORTO TROMBETAS,16600000,1,82900,16,ORIXIMINÁ,PARÁ,CHM,-1.45833,-56.3833,1987/01/01,1987/12/31,1,0.0,1,0.0
MÃE CUE,16620000,1,80100,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.46028,-56.7086,1987/01/01,1987/12/31,1,0.0,1,0.0
IBDF,16660000,1,79000,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.3703,-56.8519,1987/01/01,1987/12/31,1,0.0,1,0.0
PRAIA RASA,16670000,1,78200,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.2322,-56.9231,1987/01/01,1987/12/31,1,0.0,1,0.0
TIRIOS,16700000,1,819,16,ÓBIDOS,PARÁ,ANA,2.2239,-55.9564,1979/02/21,2013/01/31,35,7.6,28,20.0
VISTA ALEGRE - CONJ.2,16800002,1,34800,16,ORIXIMINÁ,PARÁ,ANA,-1.1308,-56.0542,1988/01/01,1988/12/31,1,0.0,1,0.0
CARAPANA,16810080,1,34700,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.075,-56.0417,1988/02/11,1988/12/31,1,3.7,0,100.0
BARRACÃO DE PEDRA,16820000,1,34700,16,ORIXIMINÁ,PARÁ,ELETRONORTE,-1.05139,-56.0628,1987/01/01,1988/12/31,2,0.0,2,0.0
ORIXIMINÁ,16900000,1,127000,16,ORIXIMINÁ,PARÁ,ANA,-1.7764,-55.8622,1987/01/01,1987/12/31,1,0.0,1,0.0
ÓBIDOS - PORTO,17050000,1,4.67e+006,17,ÓBIDOS,PARÁ,ANA,-1.9472,-55.5111,1927/12/11,1998/04/30,72,30.0,46,36.1
ÓBIDOS,17050001,1,4.67e+006,17,ÓBIDOS,PARÁ,ANA,-1.9192,-55.5131,1968/01/01,2019/11/30,52,2.0,49,5.8
SETE VARAS,17070000,1,6730,17,SANTARÉM,PARÁ,ANA,-0.95,-54.9167,1980/06/22,1982/09/30,3,2.5,1,66.7
BOCA DO INFERNO,17090000,1,19800,17,ALENQUER,PARÁ,ANA,-1.5031,-54.8728,1973/03/26,2019/10/31,47,0.0,45,4.3
FAZENDA TUCUNARÉ,17091000,1,4360,17,SAPEZAL,MATO GROSSO,ANA,-13.4608,-59.0078,1993/01/01,2019/08/31,27,0.0,26,3.7
PCH SACRE 2 MONTANTE 1,17091600,1,6397,17,BRASNORTE,MATO GROSSO,BCE,-13.0258,-58.1844,2009/04/19,2011/03/25,3,25.8,0,100.0
ALDEIA SACRE II,17092800,1,6770,17,CAMPO NOVO DO PAREC,MATO GROSSO,ANA,-13.0264,-58.1853,2004/10/19,2019/07/31,16,0.0,13,18.8
UTIARITI,17092900,1,4370,17,SAPEZAL,MATO GROSSO,ANA,-13.0333,-58.2833,1983/04/02,1986/12/31,4,24.4,1,75.0
FAZENDA SATÉLITE,17092950,1,6671,17,JUÍNA,MATO GROSSO,ANA,-13.0814,-58.1783,1995/02/15,2003/07/31,9,19.9,3,66.7
FONTANILHAS,17093000,1,55900,17,JUÍNA,MATO GROSSO,ANA,-11.3583,-58.3428,1978/01/26,2019/08/31,42,2.9,36,14.3
FAZENDA TOMBADOR,17095000,1,24700,17,BRASNORTE,MATO GROSSO,ANA,-11.7181,-58.0481,1984/09/01,2019/07/31,36,6.2,25,30.6
GLEBA AGROSAN,17097000,1,27032,17,BRASNORTE,MATO GROSSO,ANA,-11.3214,-58.1289,1976/08/24,1978/09/30,3,73.0,0,100.0
FAZENDA VALE DO TUCANA,17098000,1,93814,17,JURUENA,MATO GROSSO,ANA,-10.4386,-58.3472,1975/11/01,1981/06/26,7,59.9,2,71.4
FAZENDA TAUA,17100000,1,14800,17,SÃO JOSÉ DO RIO CLA,MATO GROSSO,ANA,-13.3844,-56.6103,1973/09/17,1977/10/21,5,0.0,3,40.0
PORTO DOS GAÚCHOS,17120000,1,37100,17,PORTO DOS GAÚCHOS,MATO GROSSO,ANA,-11.5367,-57.4236,1973/09/13,2019/07/31,47,1.3,40,14.9
CAIABIS (BALSA - ITAPAIUNA),17121000,1,9750,17,JUARA,MATO GROSSO,PRIMAVERA,-10.9836,-57.0658,1979/08/01,1997/06/30,19,35.9,8,57.9
RIO DOS PEIXES,17122000,1,14400,17,JUARA,MATO GROSSO,ANA,-10.8231,-57.7272,2000/03/29,2019/07/31,20,0.0,17,15.0
RIO ARINOS,17123000,1,57100,17,JUARA,MATO GROSSO,ANA,-10.6392,-58.0042,2000/09/26,2019/07/31,20,7.4,14,30.0
FOZ DO JURUENA,17130000,1,182000,17,APIACÁS,MATO GROSSO,ANA,-7.7311,-58.2808,1986/11/22,2019/07/31,34,52.0,14,58.8
PORTO RONCADOR,17200000,1,10800,17,SORRISO,MATO GROSSO,ANA,-13.5575,-55.3347,1973/08/12,2019/07/31,47,2.3,37,21.3
TELES PIRES,17210000,1,13900,17,SORRISO,MATO GROSSO,ANA,-12.6742,-55.7928,1976/04/19,2019/07/31,44,10.0,34,22.7
PCH CANOA QUEBRADA LUCAS DO RIO VERDE,17230000,1,5435,17,LUCAS DO RIO VERDE,MATO GROSSO,RVERDE-QUEBRADA,-13.0519,-55.905,1973/08/15,2011/08/31,39,21.6,19,51.3
CACHOEIRÃO,17280000,1,34600,17,SINOP,MATO GROSSO,ANA,-11.6517,-55.7025,1975/11/15,2019/03/31,45,6.8,35,22.2
FAZENDA TRATEX,17300000,1,40700,17,COLÍDER,MATO GROSSO,ANA,-10.9558,-55.5508,1994/04/02,2015/09/30,22,0.0,20,9.1
INDECO,17340000,1,52200,17,CARLINDA,MATO GROSSO,ANA,-10.1133,-55.5706,1975/10/28,2019/09/30,45,4.6,36,20.0
ESTRADA CUIABÁ - SANTARÉM,17343000,1,10738,17,PEIXOTO DE AZEVEDO,MATO GROSSO,ANA,-10.2194,-54.9708,2003/09/19,2019/09/30,17,2.5,11,35.3
BASE DO CACHIMBO,17345000,1,465,17,NOVO PROGRESSO,PARÁ,ANA,-9.3589,-54.9039,1980/06/21,2019/09/30,40,3.8,34,15.0
CACHIMBO,17350000,1,1010,17,GUARANTÃ DO NORTE,MATO GROSSO,ANA,-9.8172,-54.8858,1979/03/17,2019/09/30,41,0.5,38,7.3
PCH BRAÇO NORTE IV JUSANTE,17354800,1,1700,17,GUARANTÃ DO NORTE,MATO GROSSO,NOVO MUNDO,-9.6864,-54.9653,2015/06/22,2017/12/31,3,1.2,2,33.3
PCH BRAÇO NORTE JUSANTE,17355000,1,3100,17,GUARANTÃ DO NORTE,MATO GROSSO,PRIMAVERA,-9.8386,-55.0192,1983/09/16,2007/12/31,25,14.8,15,40.0
ESTRADA CUIABÁ - SANTARÉM,17360000,1,17278,17,PEIXOTO DE AZEVEDO,MATO GROSSO,ANA,-10.1833,-55.3667,1976/04/23,1990/06/20,15,68.5,0,100.0
JUSANTE FOZ PEIXOTO DE AZEVEDO,17380000,1,81600,17,ALTA FLORESTA,MATO GROSSO,ANA,-9.6406,-56.0194,1980/09/18,2019/09/30,40,11.9,31,22.5
UHE SALTO APIACÁS RIO PIAU,17393000,1,395,17,NOVA MONTE VERDE,MATO GROSSO,EGP,-10.3444,-57.2511,2014/10/04,2018/12/31,5,24.5,2,60.0
SANTA ROSA,17410000,1,131000,17,ALTA FLORESTA,MATO GROSSO,ANA,-8.8578,-57.4019,1982/08/23,2009/12/31,28,17.8,17,39.3
TRÊS MARIAS,17420000,1,138000,17,ARIPUANÃ,MATO GROSSO,ANA,-7.6147,-57.9503,1975/11/25,2019/08/24,45,13.8,35,22.2
BARRA DO SÃO MANUEL,17430000,1,333000,17,BORBA,AMAZONAS,ANA,-7.3397,-58.1553,1975/11/01,2019/08/30,45,13.3,35,22.2
MISSÃO CURURU,17450000,1,7345,17,JACAREACANGA,PARÁ,ANA,-7.3875,-57.9353,1979/03/16,1988/05/31,10,2.0,7,30.0
FORTALEZA,17500000,1,363000,17,ITAITUBA,PARÁ,ANA,-6.0453,-57.6428,1982/07/23,2014/12/31,33,4.3,27,18.2
CREPORIZÃO (EX - MUNDICO COELHO),17610000,1,6240,17,JACAREACANGA,PARÁ,ANA,-6.8197,-56.8517,1987/08/01,2009/03/31,23,54.2,3,87.0
ACARÁ DO TAPAJÓS,17650002,1,390000,17,ITAITUBA,PARÁ,ANA,-4.8864,-56.7231,1996/01/01,2011/01/31,16,1.6,13,18.8
NOVO PROGRESSO,17660000,1,12300,17,ITAITUBA,PARÁ,ELETRONORTE,-7.0094,-55.4072,1987/08/28,1990/09/30,4,0.0,2,50.0
TRAVESSÃO DO PATAUA,17670000,1,10285,17,NOVO PROGRESSO,PARÁ,ANA,-7.02778,-56.2267,1981/08/01,1982/12/31,2,1.5,0,100.0
GARIMPO SURUBIM,17672000,1,11341,17,ITAITUBA,PARÁ,ANA,-6.73333,-56.15,1987/09/01,1988/12/31,2,0.0,1,50.0
JARDIM DO OURO,17675000,1,37400,17,ITAITUBA,PARÁ,ANA,-6.2575,-55.7725,1987/08/15,2019/07/31,33,40.3,9,72.7
JAMANXIM,17680000,1,40200,17,ITAITUBA,PARÁ,ANA,-5.4556,-55.87,1986/02/18,2019/08/27,34,62.7,6,82.4
BUBURÉ,17710000,1,450000,17,ITAITUBA,PARÁ,ANA,-4.6156,-56.325,2004/10/21,2019/08/31,16,14.3,8,50.0
UHE CURUÁ-UNA JUSANTE,18119000,1,16200,18,SANTARÉM,PARÁ,ELETRONORTE,-2.8094,-54.2994,2000/01/06,2013/07/16,14,0.0,12,14.3
JUSANTE DA BARRAGEM - CONJ 1,18121002,1,16200,18,SANTARÉM,PARÁ,ANA,-2.78333,-54.2667,1970/09/22,1973/12/31,4,0.0,3,25.0
BARRAGEM - CONJ.4,18121006,1,16200,18,SANTARÉM,PARÁ,ANA,-2.81556,-54.3017,1974/02/20,2003/07/31,30,4.1,20,33.3
LAJEIRO,18150000,1,7030,18,MONTE ALEGRE,PARÁ,ANA,-0.966667,-54.4333,1980/06/20,1983/04/30,4,0.0,2,50.0
ARAPARI,18200000,1,12400,18,MONTE ALEGRE,PARÁ,ANA,-1.7789,-54.3972,1972/05/29,2019/10/31,48,0.0,46,4.2
URUARÁ,18250000,1,2960,18,URUARA,PARÁ,ANA,-3.6772,-53.5542,1977/12/02,2019/08/27,43,10.1,34,20.9
APALAI,18280000,1,7230,18,ALMEIRIM,PARÁ,ANA,1.2208,-54.6569,1980/07/24,2012/09/30,33,0.0,31,6.1
PORTO PUXURI,18295000,1,23900,18,ALMEIRIM,PARÁ,ANA,-0.2139,-53.8469,2010/10/03,2019/10/31,10,0.0,8,20.0
FAZENDA PAQUIRA,18300000,1,29500,18,ALMEIRIM,PARÁ,ANA,-0.4167,-53.6875,1973/01/01,1989/04/30,17,0.0,16,5.9
PASSAGEM DA BR-309,18408900,1,661,18,PARANATINGA,MATO GROSSO,ANA,-14.6131,-54.0156,1980/05/01,1993/09/30,14,18.1,8,42.9
